date,true_rv,state,pred_rv,pred_source,true_vol,pred_vol
2020-04-22,0.0263823310076002,,0.0384838005111182,direct prediction column,16.24263864265908,19.61728842401982
2020-04-23,0.0404073515038317,,0.0086674803660548,direct prediction column,20.101579913984796,9.309930378931305
2020-04-24,0.0369717073819842,,0.012784681064065,direct prediction column,19.22802833937588,11.30693639500329
2020-04-27,0.0160285816042827,,0.0190047796856958,direct prediction column,12.660403470775606,13.785782417293479
2020-04-28,0.0217804542232318,,0.0107531785636829,direct prediction column,14.7582025406998,10.369753402893869
2020-04-29,0.0261840007974063,,0.0111650801198285,direct prediction column,16.181471131329904,10.566494271908965
2020-04-30,0.0315633973017584,,0.0103028695275735,direct prediction column,17.766090538370673,10.150305181408832
2020-05-01,0.1209653901482196,,0.0209119138594373,direct prediction column,34.780079089648375,14.460952202202074
2020-05-04,0.0263829105507969,,0.0339435409764787,direct prediction column,16.242817043480144,18.42377295140132
2020-05-05,0.0468823566527335,,0.0342638523165394,direct prediction column,21.652333974131636,18.51049764769694
2020-05-06,0.0166338435067561,,0.041681292002506,direct prediction column,12.897225867122009,20.415996669892458
2020-05-07,0.0106285695178472,,0.0362588989821784,direct prediction column,10.309495389128994,19.041769608462968
2020-05-08,0.0120838876459181,,0.0227560543311378,direct prediction column,10.992673762974183,15.085109986717962
2020-05-11,0.0197472065283619,,0.012980604541631,direct prediction column,14.052475414802155,11.393245605020109
2020-05-12,0.0304764297572903,,0.0143590939375831,direct prediction column,17.457499751479393,11.982943685748964
2020-05-13,0.0824821622217302,,0.0171467402406053,direct prediction column,28.719707906197478,13.09455621264245
2020-05-14,0.1933869798428277,,0.0157704732692393,direct prediction column,43.975786501531466,12.558054494721427
2020-05-15,0.0205356536339198,,0.0129817936511539,direct prediction column,14.33026644341263,11.393767441524291
2020-05-18,0.0195116453499584,,0.0078938673985917,direct prediction column,13.968409125579907,8.884743889720006
2020-05-19,0.0200244207090959,,0.0222702264064216,direct prediction column,14.150767014227853,14.923212256890805
2020-05-20,0.0062051992650551,,0.0201809672795817,direct prediction column,7.877308718753569,14.205973137938033
2020-05-21,0.0187723192328317,,0.0135638325666064,direct prediction column,13.701211345290496,11.646386807334883
2020-05-22,0.0075956810331326,,0.0206164524259734,direct prediction column,8.715320437673304,14.358430424657634
2020-05-26,0.0551591601507931,,0.020042691320497,direct prediction column,23.485987343689235,14.15722123882261
2020-05-27,0.0606489030177109,,0.0208465380818282,direct prediction column,24.62699799360671,14.438330264205831
2020-05-28,0.0257718237757311,,0.0192965421439229,direct prediction column,16.05360513272053,13.891199424068068
2020-05-29,0.0379231015155377,,0.0172416262903025,direct prediction column,19.473854655803944,13.130737332801424
2020-06-01,0.0095636335746648,,0.0120775688971966,direct prediction column,9.779383198681193,10.989799314453654
2020-06-02,0.0098919544740715,,0.0107993337911807,direct prediction column,9.945830520409798,10.391984310602426
2020-06-03,0.0101804077520366,,0.0082793532684993,direct prediction column,10.089800668019464,9.099095157486431
2020-06-04,0.0199507664497988,,0.0127403710438895,direct prediction column,14.12471820950733,11.287325211886783
2020-06-05,0.016609906545176,,0.0114317442842415,direct prediction column,12.88794263844156,10.691933540871595
2020-06-08,0.0090631852981715,,0.0155349749180711,direct prediction column,9.52007631175901,12.463937948365716
2020-06-09,0.0185259454930599,,0.0166156258770044,direct prediction column,13.611004919938829,12.890161316680409
2020-06-10,0.0157963296915084,,0.0222280642159066,direct prediction column,12.568345034851806,14.909079185485133
2020-06-11,0.0758822852635146,,0.0237701169922015,direct prediction column,27.546739419305982,15.417560440031197
2020-06-12,0.1330696253251446,,0.0749942418203007,direct prediction column,36.47870958862781,27.38507656010856
2020-06-15,0.0966663234781739,,0.0599748935712912,direct prediction column,31.09120831974433,24.489772063310674
2020-06-16,0.0761499467423916,,0.0746850249771527,direct prediction column,27.59527980332716,27.32856106295256
2020-06-17,0.0102890732958255,,0.0344282617641127,direct prediction column,10.14350693588046,18.554854287790217
2020-06-18,0.006991388261722,,0.0178147991384921,direct prediction column,8.361452183515732,13.347209123443035
2020-06-19,0.0498672691005121,,0.0045112093754006,direct prediction column,22.330980520459036,6.716553711093659
2020-06-22,0.0173782601971029,,0.0097285604708788,direct prediction column,13.18266293170803,9.863346526853247
2020-06-23,0.0086748366984084,,0.0083623163226146,direct prediction column,9.313880339798446,9.14457014988381
2020-06-24,0.0608380936991651,,0.0087858576258866,direct prediction column,24.66537931984122,9.373290577959589
2020-06-25,0.039274849851024,,0.0141590574345135,direct prediction column,19.817883300449623,11.899183768021024
2020-06-26,0.0271617259977242,,0.0138557221978198,direct prediction column,16.48081490634617,11.771033173778672
2020-06-29,0.0347737162487137,,0.0166667842059369,direct prediction column,18.64771199067427,12.909990010041412
2020-06-30,0.034585995075815,,0.0129307049219308,direct prediction column,18.597310309777328,11.371325745897353
2020-07-01,0.0094807418415001,,0.013635133359975,direct prediction column,9.736910106137419,11.676957377662642
2020-07-02,0.0184845907514974,,0.0128336864170111,direct prediction column,13.595804776289414,11.328586150535775
2020-07-06,0.0052001886465632,,0.0118654958910985,direct prediction column,7.211233352598708,10.89288570173143
2020-07-07,0.0192904796679266,,0.012279040439428,direct prediction column,13.889017124306024,11.08108317784322
2020-07-08,0.0140974425295144,,0.0127768395148239,direct prediction column,11.873265148860442,11.303468279613961
2020-07-09,0.0467988963865258,,0.015276038768865,direct prediction column,21.633052578525714,12.359627328064953
2020-07-10,0.0227304971942411,,0.0180991442477794,direct prediction column,15.076636625667245,13.453306005506379
2020-07-13,0.06446717321029,,0.0178488177274888,direct prediction column,25.390386607984134,13.359946754193597
2020-07-14,0.0452781515066186,,0.0176336316913382,direct prediction column,21.27866337593097,13.279168532456465
2020-07-15,0.0170693522646589,,0.0152358130188908,direct prediction column,13.064973120775603,12.343343557922545
2020-07-16,0.0049457656626849,,0.0113962182440668,direct prediction column,7.032613783427112,10.67530713565975
2020-07-17,0.0097601245655969,,0.0137024950003634,direct prediction column,9.879334271901573,11.70576567353174
2020-07-20,0.0167857269578893,,0.017892875977127,direct prediction column,12.95597428134577,13.37642552295904
2020-07-21,0.0087337003454707,,0.0095045014493427,direct prediction column,9.345426873862262,9.74910326611771
2020-07-22,0.0040477700714129,,0.0097853492592075,direct prediction column,6.362208792088563,9.892092427392447
2020-07-23,0.0282246392130713,,0.0107855074144276,direct prediction column,16.800190240908375,10.385329756164511
2020-07-24,0.0091975883036268,,0.0055940907102585,direct prediction column,9.59040578058447,7.479365421115952
2020-07-27,0.0060978175768491,,0.0061104538290822,direct prediction column,7.8088523976632445,7.816939189402844
2020-07-28,0.0079529117721243,,0.0052916178536266,direct prediction column,8.917909941305922,7.274350729533599
2020-07-29,0.0076349920618844,,0.0069629424097912,direct prediction column,8.737844163112776,8.34442473139473
2020-07-30,0.0236853091030126,,0.0099569571705161,direct prediction column,15.390032197176392,9.978455376718433
2020-07-31,0.0333699648884621,,0.0142828535697276,direct prediction column,18.267447793400724,11.951089310070275
2020-08-03,0.0039671461767417,,0.0270514076961744,direct prediction column,6.298528539858893,16.447312150067074
2020-08-04,0.0012815920320769,,0.0167492405720731,direct prediction column,3.579933005067134,12.94188570961477
2020-08-05,0.0013137006984384,,0.0247013151833124,direct prediction column,3.624500929008572,15.716652055483191
2020-08-06,0.0054810986788042,,0.0138279912212812,direct prediction column,7.403444251700826,11.759247944184697
2020-08-07,0.0060841168240592,,0.0090737776308308,direct prediction column,7.800074886857946,9.525637842596579
2020-08-10,0.0086738962260366,,0.0139039224642483,direct prediction column,9.313375449339837,11.791489500588252
2020-08-11,0.020139045911167,,0.0172131948781595,direct prediction column,14.191210628824802,13.119906584331881
2020-08-12,0.0057069221533735,,0.0250612069651198,direct prediction column,7.554417352366428,15.830731810349072
2020-08-13,0.0064544582470261,,0.0370689366588203,direct prediction column,8.033964306011136,19.253294954064433
2020-08-14,0.0034461593911145,,0.0671289976977731,direct prediction column,5.870399808458108,25.909264307921426
2020-08-17,0.0024536409904324,,0.0324329526081106,direct prediction column,4.953424058600677,18.009151176030088
2020-08-18,0.0067676775798018,,0.0554711932887452,direct prediction column,8.226589560566273,23.55232330126801
2020-08-19,0.0070333494718522,,0.0180175890238466,direct prediction column,8.386506705328625,13.422961306599449
2020-08-20,0.0069021559994199,,0.0323105580140823,direct prediction column,8.307921520705344,17.975137833708622
2020-08-21,0.003109013801617,,0.0499231951638394,direct prediction column,5.5758531200319466,22.34349909119863
2020-08-24,0.0131069264631543,,0.0400909068098832,direct prediction column,11.448548581874602,20.022713804547873
2020-08-25,0.0037385020975391,,0.02803054724223,direct prediction column,6.114329151705116,16.742325776973164
2020-08-26,0.0079150375336132,,0.0261310246841805,direct prediction column,8.896649669180642,16.16509346839062
2020-08-27,0.0117756131646418,,0.012620672988909,direct prediction column,10.851549734780649,11.234176867447388
2020-08-28,0.0057830409798665,,0.0089514094451812,direct prediction column,7.604630812778816,9.461188849812268
2020-08-31,0.0042952879822953,,0.0234780246775769,direct prediction column,6.553844659659931,15.322540480474151
2020-09-01,0.0078133634935396,,0.0054632586292914,direct prediction column,8.839323217045296,7.391385952100864
2020-09-02,0.0210803174787116,,0.0093577275888375,direct prediction column,14.51906246240149,9.673534818688307
2020-09-03,0.1092480213295001,,0.0113381651467468,direct prediction column,33.05268844277271,10.64808205581963
2020-09-04,0.1712659420495407,,0.0297541120962582,direct prediction column,41.38428953715899,17.24938030662499
2020-09-08,0.094595432083445,,0.0120591778279582,direct prediction column,30.75637041060681,10.981428790443527
2020-09-09,0.0331468544949971,,0.0093218196245173,direct prediction column,18.206277624763693,9.654957081477525
2020-09-10,0.0499140427426347,,0.0124477632276156,direct prediction column,22.341450880064773,11.156954435514917
2020-09-11,0.0375734493290048,,0.0121698818091672,direct prediction column,19.383871989105995,11.031718727907815
2020-09-14,0.0412247158331013,,0.0109203289489401,direct prediction column,20.303870525863115,10.450037774544214
2020-09-15,0.0129595816370813,,0.0195939504125413,direct prediction column,11.384015827941079,13.997839266308675
2020-09-16,0.0162749918948445,,0.0101516864991212,direct prediction column,12.757347645511782,10.075557800499782
2020-09-17,0.0203395910228729,,0.0070987252296202,direct prediction column,14.261693806442802,8.425393302167086
2020-09-18,0.0451978642340218,,0.0055539865642044,direct prediction column,21.259789329629257,7.452507339281459
2020-09-21,0.0334344917580322,,0.0060050979051387,direct prediction column,18.28510097265864,7.749256677345705
2020-09-22,0.0269977441782896,,0.0139314152334918,direct prediction column,16.430990286129926,11.80314162987626
2020-09-23,0.0355944050150751,,0.0133445338052861,direct prediction column,18.866479537813913,11.55185431231112
2020-09-24,0.0542032398800015,,0.0228284729598222,direct prediction column,23.281589267058532,15.109094267963979
2020-09-25,0.0402097999412651,,0.021359294889345,direct prediction column,20.052381390065644,14.614819495753276
2020-09-28,0.0081198656451442,,0.0207678353116966,direct prediction column,9.011029710939923,14.41104968824152
2020-09-29,0.0090165033589431,,0.0231624026759497,direct prediction column,9.495527030630317,15.21919928115461
2020-09-30,0.0299200579378904,,0.0329019927621105,direct prediction column,17.29741539591693,18.138906461556743
2020-10-01,0.0150860269540528,,0.0104426920097094,direct prediction column,12.282518859766835,10.218949070090035
2020-10-02,0.0342114231865953,,0.0095095412542357,direct prediction column,18.49633022699241,9.751687676620751
2020-10-05,0.0055381589262936,,0.0078070233265859,direct prediction column,7.441880761133976,8.835736147365369
2020-10-06,0.0456201737584943,,0.0069889145369736,direct prediction column,21.35887959573121,8.359972809150518
2020-10-07,0.0077820080525101,,0.008059047252988,direct prediction column,8.821569051200642,8.977219643624634
2020-10-08,0.0035305775158229,,0.0085733359068404,direct prediction column,5.941866302621509,9.25923101928038
2020-10-09,0.0050132776141139,,0.0071485106442023,direct prediction column,7.080450278134788,8.454886542232428
2020-10-12,0.0187113785550091,,0.011605404677433,direct prediction column,13.678954110241431,10.772838380590791
2020-10-13,0.0080506590241198,,0.0113683179366023,direct prediction column,8.97254647473046,10.662231444028167
2020-10-14,0.0173195230332714,,0.0182414142422457,direct prediction column,13.160365889013647,13.506077980763218
2020-10-15,0.0135228240316406,,0.0291954010130225,direct prediction column,11.628767790114566,17.08666176086555
2020-10-16,0.0115477787581073,,0.0233926803979692,direct prediction column,10.746059165157849,15.29466586688614
2020-10-19,0.0366876251937029,,0.0166272961888477,direct prediction column,19.15401399020657,12.894687351327175
2020-10-20,0.0190527241975185,,0.0094797494742457,direct prediction column,13.80316057920015,9.736400502365184
2020-10-21,0.0110856153452837,,0.0076123803952831,direct prediction column,10.528824884707552,8.724895641371935
2020-10-22,0.0203290481058664,,0.0091572140187701,direct prediction column,14.25799709141028,9.569333319918426
2020-10-23,0.0086627640346175,,0.0089403523066597,direct prediction column,9.307397076851025,9.455343624987778
2020-10-26,0.0529977993703436,,0.0081162541854162,direct prediction column,23.021250915261664,9.00902557739526
2020-10-27,0.0029636636459495,,0.0165089435402261,direct prediction column,5.443954119892544,12.848713375364126
2020-10-28,0.1412092066382406,,0.0165449286350155,direct prediction column,37.57781348591754,12.862709137275669
2020-10-29,0.0717698716361434,,0.0228902685985049,direct prediction column,26.789899521301567,15.12953026319882
2020-10-30,0.0567997611194885,,0.0230270013603431,direct prediction column,23.83270045955525,15.174650361818259
2020-11-02,0.0303686728916601,,0.0159811591672732,direct prediction column,17.42660979412235,12.641660953875167
2020-11-03,0.0667029002030983,,0.0121375595918568,direct prediction column,25.82690461574873,11.017059313563125
2020-11-04,0.0683761041847179,,0.0195437612785542,direct prediction column,26.148824865511244,13.979900313862828
2020-11-05,0.0105760277705228,,0.0090783871780899,direct prediction column,10.28398160758896,9.528057083209514
2020-11-06,0.0153205573567181,,0.0158420634340111,direct prediction column,12.377623906355412,12.586525904319707
2020-11-09,0.0372175474326178,,0.0241298100588496,direct prediction column,19.291849945668197,15.533772902566072
2020-11-10,0.021836900741859,,0.0308725242694477,direct prediction column,14.777313944644677,17.570578894688616
2020-11-11,0.006147112757004,,0.0280665038296585,direct prediction column,7.840352515674279,16.753060565060494
2020-11-12,0.0256235714919653,,0.025403596462094,direct prediction column,16.0073643964162,15.938505721081258
2020-11-13,0.0112477115895709,,0.0199850096669428,direct prediction column,10.60552289591178,14.136834747192456
2020-11-16,0.0079484260833585,,0.0175691016059894,direct prediction column,8.915394597749726,13.254848775444177
2020-11-17,0.0121348919081776,,0.0107106308741835,direct prediction column,11.01584854115996,10.349217784056677
2020-11-18,0.0108410279921731,,0.0123867736926535,direct prediction column,10.412025735740908,11.129588353867137
2020-11-19,0.0124957444411044,,0.0112820603484019,direct prediction column,11.178436581697996,10.621704358718473
2020-11-20,0.0024404665533299,,0.0062770896751855,direct prediction column,4.9401078463226895,7.922808640365801
2020-11-23,0.0154142308504696,,0.0081638330014014,direct prediction column,12.415406095037568,9.035393185358013
2020-11-24,0.0129523257468246,,0.0071433669553294,direct prediction column,11.380828505352587,8.451844151029643
2020-11-25,0.002545669550493,,0.0114226937421207,direct prediction column,5.045462863299066,10.68770028683472
2020-11-27,0.0024215723424456,,0.0089601791949961,direct prediction column,4.920947411267062,9.465822307119492
2020-11-30,0.0146338803596014,,0.0091513681750208,direct prediction column,12.097057642088592,9.566278364662404
2020-12-01,0.0069542590896607,,0.0069896851362867,direct prediction column,8.339220041263271,8.360433682702531
2020-12-02,0.004358318908785,,0.0089627288533533,direct prediction column,6.601756515341202,9.467168981988912
2020-12-03,0.0067750097464278,,0.0078517572780309,direct prediction column,8.231044737108286,8.861014207206136
2020-12-04,0.0018304020680225,,0.0084982346470576,direct prediction column,4.278319843142282,9.218587010522599
2020-12-07,0.0033430777060559,,0.0073829765787145,direct prediction column,5.781935407850818,8.59242490727414
2020-12-08,0.0046466894386207,,0.0066480646759643,direct prediction column,6.8166629949123205,8.153566505501933
2020-12-09,0.0125150043581086,,0.006607834725162,direct prediction column,11.187048028013734,8.128858914486091
2020-12-10,0.0097137272219025,,0.0087996401768629,direct prediction column,9.855824279025322,9.380639731309854
2020-12-11,0.0100262323309603,,0.0070488830014346,direct prediction column,10.01310757505396,8.39576262255824
2020-12-14,0.0150866855088528,,0.0064152130165256,direct prediction column,12.282786943056855,8.009502491744165
2020-12-15,0.0091100792907187,,0.0065762194317052,direct prediction column,9.544673535914521,8.109389269054237
2020-12-16,0.0047391273406624,,0.009046841355258,direct prediction column,6.8841320009587275,9.51148850351931
2020-12-17,0.0017493106008201,,0.0080965131046294,direct prediction column,4.182476061880211,8.998062627382296
2020-12-18,0.0134996657305636,,0.0084239564470616,direct prediction column,11.618806191069545,9.178211398230921
2020-12-21,0.2421486417660793,,0.009763334400849,direct prediction column,49.208601053685655,9.880958658373691
2020-12-22,0.0042665059308765,,0.0109111702489728,direct prediction column,6.531849608553844,10.44565471809824
2020-12-23,0.0049844679380501,,0.0101065099756233,direct prediction column,7.06007644296441,10.053113933316036
2020-12-24,0.0017129690641096,,0.0121871866058375,direct prediction column,4.1388030444919695,11.039559142392191
2020-12-28,0.0019754280677636,,0.010130435938721,direct prediction column,4.444578796425596,10.065006675964502
2020-12-29,0.0052578123931481,,0.0110756305060238,direct prediction column,7.251077432456572,10.524082148113346
2020-12-30,0.0020414822412323,,0.0084458027686587,direct prediction column,4.518276486927621,9.190104878976463
2020-12-31,0.0075694943096657,,0.0084514366960157,direct prediction column,8.700284081376711,9.19316958182307
2021-01-04,0.0740412777487809,,0.0078600349781896,direct prediction column,27.210526960862207,8.865683830472188
2021-01-05,0.0107692761682645,,0.0096323252425378,direct prediction column,10.377512307034138,9.814441014412283
2021-01-06,0.0455454761240123,,0.0075108963422771,direct prediction column,21.341386113374245,8.66654276068439
2021-01-07,0.0079014217866568,,0.005972392483284,direct prediction column,8.888994198815071,7.728125570462736
2021-01-08,0.016578035150326,,0.0060837481066579,direct prediction column,12.87557189033792,7.799838528237555
2021-01-11,0.006689324407908,,0.007361389829541,direct prediction column,8.17882901637392,8.57985421178064
2021-01-12,0.0107865678617259,,0.0106101032959578,direct prediction column,10.385840294230361,10.300535566638173
2021-01-13,0.0071135121466321,,0.0091634464968181,direct prediction column,8.434163945900092,9.57258925099061
2021-01-14,0.0049611626726379,,0.0137679334115845,direct prediction column,7.043552138401404,11.733683740234564
2021-01-15,0.0127273137940172,,0.013468890104963,direct prediction column,11.281539697229807,11.60555474975798
2021-01-19,0.0053587066391045,,0.0141946674664867,direct prediction column,7.320318735618347,11.914137596354466
2021-01-20,0.0093167485863653,,0.0091320858952518,direct prediction column,9.65233059233121,9.556194794609306
2021-01-21,0.0024270577941891,,0.0078489454436582,direct prediction column,4.926517831277078,8.859427432773632
2021-01-22,0.0042408905658413,,0.0073124240546031,direct prediction column,6.5122120403448935,8.551271282448651
2021-01-25,0.0341085048245883,,0.0114788391324332,direct prediction column,18.468487979417343,10.713934446520195
2021-01-26,0.0028160670641016,,0.0096322877502871,direct prediction column,5.306662853528195,9.814421913840416
2021-01-27,0.0384142279084868,,0.0070375774977074,direct prediction column,19.599547930625032,8.38902705783418
2021-01-28,0.0309127433451942,,0.0069972383734217,direct prediction column,17.582020175507193,8.364949714984364
2021-01-29,0.0424414422750734,,0.0095655450060812,direct prediction column,20.60132089820296,9.780360425915397
2021-02-01,0.0393093654492898,,0.0087840518414931,direct prediction column,19.826589583004385,9.372327267809794
2021-02-02,0.0391699188164312,,0.0119439279001091,direct prediction column,19.791391769259484,10.928827887797071
2021-02-03,0.0087165874582691,,0.009999937972551,direct prediction column,9.336266629798605,9.999968986227408
2021-02-04,0.0087045493207478,,0.0068583802897807,direct prediction column,9.32981742626714,8.281533849342585
2021-02-05,0.0044047888633939,,0.0066509037274018,direct prediction column,6.636858340656293,8.155307307147782
2021-02-08,0.0030726461520618,,0.0029410384488628,direct prediction column,5.54314545367682,5.423134194230123
2021-02-09,0.0021881236811032,,0.0030412038901642,direct prediction column,4.677738429094983,5.514711134922844
2021-02-10,0.0162902586333725,,0.0077729297900543,direct prediction column,12.763329751037736,8.816422057759201
2021-02-11,0.0105035289608699,,0.0103588555860566,direct prediction column,10.248672577885342,10.177846327222964
2021-02-12,0.0031102572840412,,0.0095299496975397,direct prediction column,5.576968068799749,9.762146125488853
2021-02-16,0.0039546059655311,,0.0073836068478583,direct prediction column,6.2885657868317635,8.592791658045888
2021-02-17,0.0066735369757263,,0.0050813457693387,direct prediction column,8.169171913802709,7.128355889922093
2021-02-18,0.011042621179676,,0.0034231577270942,direct prediction column,10.508387687783507,5.850775783683904
2021-02-19,0.003952784300129,,0.0036427208135221,direct prediction column,6.287117225031675,6.03549568264455
2021-02-22,0.0069351852009729,,0.0035099636487653,direct prediction column,8.327775934169278,5.924494618754666
2021-02-23,0.0599647052868191,,0.0040685221453629,direct prediction column,24.48769186485715,6.378496802039568
2021-02-24,0.0213564508382182,,0.0077887818725955,direct prediction column,14.613846460880243,8.825407567129973
2021-02-25,0.0614539623298258,,0.0066585412862838,direct prediction column,24.789909707343792,8.159988533254076
2021-02-26,0.0360713003216725,,0.0142711658120967,direct prediction column,18.992445951396704,11.94619847989171
2021-03-01,0.0804034464921797,,0.0201822378915062,direct prediction column,28.35550149304006,14.206420341347853
2021-03-02,0.0069117129066797,,0.0193066691354541,direct prediction column,8.313671214740031,13.894844056503153
2021-03-03,0.0133945811533017,,0.0216072154782544,direct prediction column,11.57349608083128,14.699393007282444
2021-03-04,0.115750786718,,0.0251478603067699,direct prediction column,34.022167291047175,15.858076903196647
2021-03-05,0.122377801185429,,0.0219863241964034,direct prediction column,34.9825386708039,14.827786145073512
2021-03-08,0.027660564991246,,0.0172251412359247,direct prediction column,16.63146565737548,13.124458554898446
2021-03-09,0.0166108860182679,,0.0144456487437516,direct prediction column,12.888322628747273,12.019005259900505
2021-03-10,0.0086444092956934,,0.0136632821995923,direct prediction column,9.297531551811696,11.689004320125946
2021-03-11,0.0113625078479911,,0.0188358404530301,direct prediction column,10.659506483881467,13.724372646146744
2021-03-12,0.0049072042368942,,0.020161329724009,direct prediction column,7.0051439934481,14.199059730844505
2021-03-15,0.014899807601689,,0.0207921566074044,direct prediction column,12.20647680606038,14.419485638331347
2021-03-16,0.0052292515212935,,0.0125359021201667,direct prediction column,7.231356388184378,11.196384291442795
2021-03-17,0.0140658368229119,,0.0107596307785155,direct prediction column,11.85994807025389,10.372864010732762
