date,y_true,y_iohmm,y_har,y_garch,dom_state
2020-07-17,-9.644235787397738,-10.271418314977463,-10.553350293764415,-9.332257625473623,1
2020-07-20,-12.305495838224141,-10.662134466506696,-10.714340044762356,-9.57931349044642,1
2020-07-21,-10.342735325139477,-11.022865347183611,-10.65654525686723,-9.620295206820145,1
2020-07-22,-8.845052978435646,-11.591009108716792,-11.053161966135413,-9.862929742657567,0
2020-07-23,-10.083636781715494,-11.28954171598622,-11.162539524751695,-9.974895218680274,1
2020-07-24,-9.848916720953895,-11.15375963964877,-10.75349968200232,-9.404080356818577,1
2020-07-27,-10.114392536539533,-11.315355392818207,-10.734228203355869,-9.448455465446362,1
2020-07-28,-8.8086885910205,-11.882254915410428,-10.82283079270736,-9.55182371335255,1
2020-07-29,-11.267186662856725,-11.206648816607201,-10.784496503548514,-9.566627926373188,1
2020-07-30,-9.688942352522343,-11.195617249408654,-10.660246299445657,-9.354249058019425,1
2020-07-31,-9.944129255371196,-10.854211293491279,-10.95011278512884,-9.527599048805307,0
2020-08-03,-11.116005848543075,-10.650361945643509,-10.887802915873932,-9.587230849735382,1
2020-08-04,-10.168815356125977,-10.844598741214567,-10.903493862074953,-9.682144931448862,1
2020-08-05,-10.02235762148343,-10.808025624412815,-10.98539608349795,-9.883732723804652,1
2020-08-06,-14.459804330914706,-11.376529254130451,-11.22815742108997,-9.961436072223702,0
2020-08-07,-11.627555402011058,-11.050300294929158,-11.16177484705699,-9.99533724559582,1
2020-08-10,-9.58552371933637,-10.6576949349809,-11.487443131373881,-10.214947847396047,1
2020-08-11,-8.559458165951865,-11.169659287227866,-11.532067312327408,-10.390848821404637,0
2020-08-12,-12.626457183731638,-10.267515778995273,-11.288934174526204,-9.92773604972375,0
2020-08-13,-18.336054049937992,-10.798349923551267,-10.91493231036521,-9.424002717628365,0
2020-08-14,-11.50606382381407,-10.935915216517873,-11.155196356711276,-9.641677275272045,0
2020-08-17,-12.27496407809439,-10.646660117132212,-11.364156432298616,-9.876494795381529,0
2020-08-18,-10.957945461099573,-10.358961887577909,-11.145146096164892,-10.078109265126718,0
2020-08-19,-11.546048690139319,-10.751923181995148,-11.293848844010359,-10.283398777723367,1
2020-08-20,-11.28582944327747,-9.994232490426198,-12.088607975054959,-10.245531676121104,1
2020-08-21,-9.193878026973191,-10.506976760170636,-12.02904107471515,-10.41057623148181,0
2020-08-24,-11.31305688982977,-10.161105082627628,-11.90659084465948,-10.53627325687034,0
2020-08-25,-9.215108795411869,-10.718666139185475,-11.399414019020188,-10.051878802610716,0
2020-08-26,-12.250951080212012,-11.240054590785084,-11.454585558443195,-10.22797127900022,0
2020-08-27,-10.090640985928445,-11.48075696869302,-11.17281676401814,-9.911727718276236,0
