Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
2019-02-27,250.41012573242188,279.20001220703125,279.5899963378906,277.4800109863281,278.5199890136719,56921600
2019-02-28,249.94366455078125,278.67999267578125,279.45001220703125,278.32000732421875,278.9599914550781,69268300
2019-03-01,251.5043487548828,280.4200134277344,280.8800048828125,278.82000732421875,280.44000244140625,78880500
2019-03-04,250.58950805664062,279.3999938964844,281.8699951171875,276.8399963378906,281.6000061035156,106494600
2019-03-05,250.24871826171875,279.0199890136719,279.760009765625,278.4100036621094,279.5400085449219,59114600
2019-03-06,248.73284912109375,277.3299865722656,279.1600036621094,276.9700012207031,279.1499938964844,75039800
2019-03-07,246.65219116210938,275.010009765625,276.989990234375,274.07000732421875,276.8299865722656,94885100
2019-03-08,246.1588592529297,274.4599914550781,274.6499938964844,272.4200134277344,272.94000244140625,85795800
2019-03-11,249.72845458984375,278.44000244140625,278.6199951171875,275.2300109863281,275.260009765625,65098900
2019-03-12,250.6702117919922,279.489990234375,280.07000732421875,278.8500061035156,279.05999755859375,79667500
2019-03-13,252.32943725585938,281.3399963378906,282.3800048828125,280.29998779296875,280.4800109863281,80639200
2019-03-14,252.16793823242188,281.1600036621094,281.8399963378906,280.6700134277344,281.3699951171875,67518400
2019-03-15,253.41384887695312,281.30999755859375,282.2099914550781,280.3299865722656,280.5400085449219,81309000
2019-03-18,254.3325958251953,282.3299865722656,282.6600036621094,281.29998779296875,281.54998779296875,62199800
2019-03-19,254.395751953125,282.3999938964844,284.3599853515625,281.4100036621094,283.510009765625,90268100
2019-03-20,253.6300506591797,281.54998779296875,283.5,280.32000732421875,282.1600036621094,84609200
2019-03-21,256.4947204589844,284.7300109863281,285.17999267578125,280.5899963378906,280.6400146484375,79550400
2019-03-22,251.55807495117188,279.25,283.79998779296875,279.17999267578125,283.2200012207031,122659300
