Date,y,state,p_state_0,p_state_1,p_state_2
2024-11-13,-1.7111170360788297,1,0.33431503077031505,0.34350680347712287,0.32217816575266467
2024-11-14,-1.9522892096835194,1,0.26936954707753114,0.4088784953181252,0.32175195760441616
2024-11-15,-1.795676729836721,0,0.4537055030355158,0.277298054220892,0.26899644274348194
2024-11-18,-1.8078097127983999,2,0.3206673212420705,0.07537339978808551,0.6039592789699031
2024-11-19,-1.8541972129801223,2,0.20102683988683162,0.18316741683991347,0.6158057432732983
2024-11-20,-2.3471346411956144,1,0.29101870412516667,0.3986325065732624,0.3103487893015111
2024-11-21,-2.3980721106066643,1,0.2771391986299495,0.4297680330107197,0.29309276835921755
2024-11-22,-2.4154137562410924,2,0.313226896782351,0.17239183926428267,0.5143812639532561
2024-11-25,-2.3945335966495582,2,0.30223608921798095,0.12883466520855077,0.5689292455735323
2024-11-26,-2.371606113597593,1,0.23338158647845705,0.43836292414214423,0.3282554893793038
2024-11-27,-2.3524600443720702,1,0.3033067238346743,0.36291171194193295,0.33378156422335287
2024-11-29,-2.3946984990092375,1,0.3530799068221191,0.37953201034953543,0.2673880828282379
2024-12-02,-3.1368039966939323,0,0.8569232101082143,0.005152842363665073,0.1379239475280564
2024-12-03,-3.1080755732694803,0,0.8661678957211298,5.925030064348773e-05,0.13377285397813396
2024-12-04,-3.0368454831335594,0,0.9567164801227648,0.03150041384827678,0.01178310602885442
2024-12-05,-2.9597247977263157,0,0.9404665340277961,0.03297040659006455,0.02656305938204898
2024-12-06,-3.0009365619397848,0,0.8868380595070512,0.08105835959573894,0.03210358089713629
2024-12-09,-2.7798541406254227,0,0.739580994491894,0.16910716502906167,0.09131184047900524
2024-12-10,-2.7318003559049187,1,0.3622476949096019,0.4670053852414598,0.17074691984902723
2024-12-11,-2.649221746912025,1,0.34485535754058816,0.46481927377290877,0.1903253686864568
2024-12-12,-2.591550494589438,1,0.33374699143529213,0.40948230272294,0.2567707058417449
2024-12-13,-2.674731726985301,1,0.2223756460779128,0.5177009611353997,0.25992339278663595
2024-12-16,-2.6378763563056036,1,0.3376190826707287,0.48397348588465744,0.1784074314446162
2024-12-17,-2.587115404302333,1,0.3574095696754766,0.49326640374180625,0.1493240265827745
2024-12-18,-1.8128674512139604,2,0.2559896467308569,0.18130719418220084,0.5627031590869926
2024-12-19,-1.8093050184301986,1,0.13174383737295062,0.4380036425730227,0.4302525200540404
2024-12-20,-1.7541767845955851,1,0.13524018599311566,0.5036543824879833,0.3611054315188009
2024-12-23,-1.7275584897999503,1,0.22960019605713108,0.4992657184528372,0.2711340854900532
2024-12-24,-1.6692105605751042,1,0.20487999957617925,0.7124369036560791,0.08268309676779635
2024-12-26,-1.697167725363833,1,0.08205838537314998,0.5016688177777973,0.4162727968490016
2024-12-27,-1.6682397696364497,2,0.043843110404357434,0.2879399464091426,0.6682169431864359
2024-12-30,-1.6362523193999539,2,0.032461324463066224,0.37427133433852444,0.5932673411984507
2024-12-31,-1.6564205989117429,2,0.016363801571071077,0.31520747395682036,0.668428724472164
2025-01-02,-1.6562988241492438,2,0.22035856532519466,0.14913454138827226,0.6305068932864744
2025-01-03,-2.01113509380341,2,0.21001554970254746,0.373203670354865,0.41678077994261065
2025-01-06,-1.9975726755758916,2,0.29965102853629294,0.2234836884739536,0.4768652829896571
2025-01-07,-1.9412447507104682,2,0.3213239817082652,0.0027374476023684486,0.675938570689437
2025-01-08,-1.968767930987002,2,0.2121909563114084,0.18773744079780846,0.6000716028908727
2025-01-10,-1.9700777956797066,2,0.2182709735212226,0.2223727449449111,0.5593562815339347
2025-01-13,-1.9610731189862733,2,0.12955582120627052,0.40990769029215546,0.4605364885016261
2025-01-14,-1.992975973487915,2,0.1976281338820064,0.3692246926230276,0.4331471734949368
2025-01-15,-1.8415169550140582,2,0.17697345365302786,0.157465833375416,0.6655607129716133
2025-01-16,-1.848541655811307,1,0.24840978408656986,0.4381957198203885,0.3133944960931229
2025-01-17,-1.8185552113883914,1,0.22988330874352994,0.4353685076668997,0.33474818358965447
2025-01-21,-1.8503686252579046,1,0.2486910928199849,0.3925201294670505,0.35878877771293594
2025-01-22,-1.8509685471511967,2,0.26370181802859427,0.2884428031382603,0.44785537883321586
2025-01-23,-1.9722946162159898,1,0.2572059756106002,0.43020836075471264,0.31258566363464707
2025-01-24,-1.9473289780403378,2,0.24645964006226037,0.08921098956462363,0.6643293703730482
2025-01-27,-1.9762918116327641,2,0.20293596949723897,0.07912792810751854,0.7179361023951397
2025-01-28,-1.9611844823375106,2,0.253889991277474,0.23282190038951808,0.5132881083329933
2025-01-29,-1.9200363019078535,2,0.3109528481036678,0.08603816636321734,0.6030089855330859
2025-01-30,-2.0965902447469174,2,0.4147899675806326,0.0695322675052071,0.5156777649142505
2025-01-31,-2.0629122787958947,2,0.27323110282115004,0.10400506760465174,0.6227638295742116
2025-02-03,-2.085165928787904,2,0.33682452043737543,0.24955775298953461,0.41361772657299206
2025-02-04,-2.121589812015952,1,0.22627088392086833,0.43869064780163497,0.33503846827741113
2025-02-05,-2.1373865223320476,1,0.2956329454940198,0.5578329983560362,0.1465340561500339
2025-02-06,-2.1573252025735044,1,0.32316182951945194,0.49589092378674465,0.18094724669383316
