state,n_obs,fraction,y_mean,y_std,avg_duration,max_duration
0,324,0.2575516693163752,-2.3126770443967146,0.5808805393702731,2.7457627118644066,21
1,553,0.4395866454689984,-1.924825956591979,0.48466864348152633,3.106741573033708,20
2,381,0.30286168521462636,-1.614153678180591,0.4072777996814293,3.560747663551402,21
