state,n_obs,fraction,y_mean,y_std,avg_duration,max_duration
0,750,0.21367521367521367,-2.522436033949434,0.5152730961078119,2.840909090909091,20
1,1659,0.47264957264957264,-2.170136157390437,0.4981043561771731,3.2916666666666665,21
2,1101,0.31367521367521367,-1.8268634954855791,0.4241296923859833,2.9517426273458445,45
